id,popularity,director,keywords,vote_average,vote_count,release_year,budget_adj,revenue_adj,keywords whether include 'based on novel'
257344,5.984995,Chris Columbus,"['video game', 'nerd', 'alien attack', '3d', 'pixels']",5.8,1575,2015,80959964.3776,224146025.096,False
99861,5.944927,Joss Whedon,"['marvel comic', 'comic', 'sequel', 'superhero', 'vision']",7.4,4304,2015,257599886.656,1292632336.88,False
273248,5.8984,Quentin Tarantino,"['bounty hunter', 'wyoming', 'mountains', 'hangman', 'voice over narration']",7.4,2389,2015,40479982.1888,143299244.588,False
260346,5.749758,Olivier Megaton,"['revenge', 'murder', 'on the run', 'fugitive', 'framed']",6.1,1578,2015,44159980.5696,299709578.208,False
102899,5.573184,Peyton Reed,"['marvel comic', 'superhero', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",7.0,3779,2015,119599947.376,477113780.03,False
150689,5.556818,Kenneth Branagh,"['cinderella', 'magic', 'fairy tale', 'princess', 'shoe']",6.8,1495,2015,87399961.544,498963025.216,False
131634,5.476958,Francis Lawrence,"['revolution', 'strong woman', 'dystopia', 'game of death', '3d']",6.5,2380,2015,147199935.232,598481289.508,False
158852,5.462138,Brad Bird,"['inventor', 'apocalypse', 'destiny', 'imax', 'dreamer']",6.2,1899,2015,174799923.088,192312729.942,False
307081,5.337064,Antoine Fuqua,['sport'],7.3,1386,2015,27599987.856,84373003.7159,False
254128,4.907832,Brad Peyton,"['california', 'earthquake', 'catastrophe', 'disaster film', '3d']",6.1,2060,2015,101199955.472,432851374.985,False
216015,4.710402,Sam Taylor-Johnson,"['based on novel', 'billionaire', 'bdsm', 'woman director', 'erotic movie']",5.3,1865,2015,36799983.808,524079119.045,True
318846,4.648046,Adam McKay,"['bank', 'fraud', 'biography', 'wall street', 'finances']",7.3,1545,2015,25759988.6656,122678731.541,False
177677,4.566713,Christopher McQuarrie,"['spy', 'sequel', 'mission']",7.1,2349,2015,137999939.28,627743451.673,False
214756,4.564549,Seth MacFarlane,"['sperm bank', 'sequel', 'buddy', 'courthouse', 'teddy bear']",6.3,1666,2015,62559972.4736,198594430.138,False
207703,4.503789,Matthew Vaughn,"['spy', 'great britain', 'secret organization', 'secret agent', 'marvel comic']",7.6,3833,2015,74519967.2112,371497801.661,False
314365,4.062293,Tom McCarthy,"['child abuse', 'journalism', 'judge', 'florida', 'boston']",7.8,1559,2015,18399991.904,81278719.3974,False
294254,3.968891,Wes Ball,"['based on novel', 'resistance', 'maze', 'post-apocalyptic', 'dystopia']",6.4,1849,2015,56119975.3072,286356245.923,True
198184,3.899557,Neill Blomkamp,"['artificial intelligence', 'android', 'robot', 'near future', 'robot cop']",6.6,1990,2015,45079980.1648,93903685.2424,False
254470,3.877764,Elizabeth Banks,"['music', 'sequel', 'singer', 'male female relationship', 'audition']",6.8,1264,2015,26679988.2608,264505582.098,False
296098,3.64821,Steven Spielberg,"['spy', 'cia', 'cold war', 'pilot', 'lawyer']",7.1,1638,2015,36799983.808,149601569.335,False
257445,3.644541,Rob Letterman,"['based on novel', 'magic', 'fantasy', 'family', '3d']",6.2,600,2015,53359976.5216,138157089.011,True
264644,3.557846,Lenny Abrahamson,"['based on novel', 'carpet', 'isolation', 'imprisonment', 'grandparents']",8.0,1520,2015,5519997.5712,32569603.0294,True
105864,3.339135,Peter Sohn,"['tyrannosaurus rex', 'friends', 'animation', 'alternate history', 'dinosaur']",6.6,1087,2015,160999929.16,305371920.876,False
241554,3.23737,Jaume Collet-Serra,"['hitman', 'revenge', 'murder', 'on the run', 'mobster']",6.3,814,2015,45999979.76,65836683.5119,False
167073,3.227329,John Crowley,"['love triangle', 'based on novel', 'homesickness', 'vororte', 'ship']",7.3,754,2015,10119995.5472,57110024.5916,True
277216,3.202719,F. Gary Gray,"['brother brother relationship', 'aids', 'police brutality', 'hip-hop', 'wife husband relationship']",7.7,918,2015,25759988.6656,185504110.098,False
274854,3.080505,Breck Eisner,"['new york', 'witch', 'uprising', 'witch hunter']",5.6,879,2015,82799963.568,129164861.167,False
321697,3.079522,Danny Boyle,"['biography', 'computer', 'based on true story', 'father daughter relationship', 'apple computer']",6.9,1035,2015,27599987.856,31686509.2179,False
203801,3.053421,Guy Ritchie,"['spy', 'cold war', 'remake', 'based on tv series', 'buddy cop']",7.0,1548,2015,68999969.64,99493456.5029,False
293863,3.025852,Lee Toland Krieger,"['san francisco', 'immortality', 'love', 'forever']",7.3,1221,2015,22999989.88,39219376.6635,False
325348,3.023253,Ilya Naishuller,"['female nudity', 'cyborg', 'nudity', 'murder', 'gore']",5.9,396,2015,9199995.952,13187080.9977,False
228161,2.976436,Tim Johnson,"['friendship', 'spaceship', 'space', 'alien', 'alien invasion']",6.9,1060,2015,124199945.352,339361177.121,False
286565,2.968254,Jake Schreier,"['friendship', 'high school', 'teen', 'classmate', 'based on young adult book']",6.2,1252,2015,11039995.1424,78671281.3846,False
254320,2.885126,Yorgos Lanthimos,['dystopia'],6.6,638,2015,3679998.3808,8339346.45069,False
258480,2.883233,Todd Haynes,"['gay', 'new york', 'female nudity', 'chicago', 'sex']",7.1,562,2015,10855995.2234,37050347.8978,False
257211,2.814802,Nancy Meyers,"['intern', 'woman director']",7.1,1255,2015,32199985.832,178999419.48,False
253412,2.798017,Baltasar Kormákur,"['mountains', 'snow storm', 'hiking', 'snow', 'death']",6.7,1172,2015,50599977.736,187153294.933,False
274479,2.793297,David O. Russell,['biography'],6.4,1001,2015,55199975.712,93043293.341,False
257088,2.614499,Ericson Core,"['undercover', 'undercover agent', 'extreme sports', 'fbi agent', '3d']",5.5,505,2015,96599957.496,123021159.991,False
295964,2.584264,John Wells,"['london', 'cook', 'restaurant', 'diva', 'career']",6.3,631,2015,18399991.904,33678188.7416,False
238615,2.578919,Tarsem Singh,"['lie', 'immortality', 'terminal illness', 'laboratory', 'cancer']",6.2,719,2015,23919989.4752,28081355.5642,False
210860,2.575711,David Koepp,"['based on novel', 'painting', 'debt', 'art dealer', 'stolen painting']",5.3,696,2015,55199975.712,27985062.8866,True
306819,2.557859,Tom Hooper,"['paris', 'denmark', 'copenhagen', 'artist', 'art']",7.3,867,2015,13799993.928,59056175.1753,False
201088,2.550747,Michael Mann,"['terrorist', 'technology', 'anti hero', 'hacker', 'computer virus']",5.0,584,2015,64399971.664,16332697.6136,False
273481,2.487849,Denis Villeneuve,"['mexico', 'cia', 'smoking', 'texas', 'fbi']",7.1,1479,2015,27599987.856,77303716.7064,False
166424,2.487042,Josh Trank,"['teleportation', 'transformation', 'telekinesis', 'portal', 'marvel comic']",4.4,1565,2015,110399952.344,154539320.323,False
310131,2.46449,Robert Eggers,"['witch', 'new england', '17th century']",5.8,700,2015,3219998.5832,37190013.0364,False
238713,2.404473,Paul Feig,"['spy', 'cia', 'undercover', 'arms dealer', 'disaster']",6.9,1840,2015,59799973.688,216812826.082,False
256591,2.395366,Glenn Ficarra|John Requa,"['seduction', 'con man', 'femme fatale', 'deception', 'con artist']",6.7,1831,2015,46091979.7195,141645863.636,False
249070,2.354654,Aleksander Bach,"['assassin', 'secret identity', 'intelligence', 'hitman', 'execution']",5.5,820,2015,32199985.832,75759810.1857,False
205775,2.345821,Ron Howard,"['suicide', 'ocean', 'sea', 'hunger', 'shipwreck']",6.4,805,2015,91999959.52,86315059.3814,False
312221,2.331567,Ryan Coogler,"['underdog', 'sport', 'spin off', 'underground fighting', 'motivational speaker']",7.3,1171,2015,32199985.832,126900665.804,False
271718,2.31767,Judd Apatow,"['alcohol', 'one-night stand']",6.1,849,2015,32199985.832,129532072.566,False
333352,2.29573,Gavin Hood,"['terrorist', 'drone', 'u.s. military', 'air force base', 'combat drone']",7.2,265,2015,11959994.7376,30220316.9031,False
276907,2.28135,Brian Helgeland,"['biography', 'based on true story', 'gangster', 'twins']",6.7,619,2015,22999989.88,39535137.0845,False
266647,2.234573,Joe Wright,"['flying', 'magic', 'fairy tale', 'peter pan', 'mermaid']",5.9,586,2015,137999939.28,118117202.428,False
227973,2.140199,Steve Martino,"['based on comic strip', 'family', '3d', 'charlie brown', 'snoopy']",6.4,414,2015,91079959.9248,226534364.285,False
321741,2.121884,Peter Landesman,"['american football', 'biography', 'professional sports', 'sports injury', 'nfl']",6.9,500,2015,32199985.832,44733666.5572,False
296100,2.096273,Jonathan Levine,"['male friendship', 'new york city', 'drug', 'christmas eve', 'childhood friend']",6.1,363,2015,22999989.88,48204295.1101,False
263472,2.080935,Eli Roth,"['female nudity', 'sex', 'disc jockey', 'infidelity', 'rain']",4.8,473,2015,2299998.988,4796917.44936,False
228205,2.070708,"George Tillman, Jr.","['based on novel', 'art student', 'cowboys', 'injury', 'bull riding']",7.3,711,2015,31279986.2368,57972193.0122,True
159824,2.060162,Genndy Tartakovsky,"['transylvania', 'hotel', 'witch', 'technology', 'magic']",6.8,919,2015,73599967.616,428888671.769,False
333348,2.055572,Jessie Nelson,"['big family', 'family relationships', 'family', 'woman director', 'christmas']",5.3,111,2015,15639993.1184,22079990.2848,False
285783,2.049886,Robert Zemeckis,"['1970s', 'skyscraper', 'based on true story', 'tightrope', 'planning']",6.8,706,2015,32199985.832,56287361.8736,False
290764,2.026651,Daniel Benmayor,"['chinese mafia', 'parkour', 'new york city', 'loan shark', 'young adult']",5.9,326,2015,10119995.5472,1714249.04573,False
296099,2.000338,John Francis Daley|Jonathan M. Goldstein,"['route 66', 'grand canyon', 'cow', 'vacation', 'road trip']",6.1,846,2015,28519987.4512,96033410.7053,False
243688,1.984529,Gil Kenan,"['poltergeist', 'haunted house', 'remake', 'duringcreditsstinger']",5.0,589,2015,32199985.832,87802915.8467,False
287424,1.980039,Henry Hobson,"['post-apocalyptic', 'dystopia', 'zombies']",5.1,384,2015,3679998.3808,172142.964257,False
181283,1.95632,Daniel Espinosa,"['murder', 'serial killer', 'military', 'chili', 'soviet union']",5.9,341,2015,45999979.76,3058382.25431,False
328425,1.926739,Joel Edgerton,"['detective', 'stalker', 'gift', 'bully', 'psychological thriller']",6.6,631,2015,4599997.976,54260336.8855,False
274167,1.904898,Sean Anders,['daddys home'],5.7,568,2015,45999979.76,221131463.342,False
309809,1.865007,Mark Osborne,"['philosophy', 'utopia', 'airplane', 'adventure', 'dystopia']",7.5,423,2015,58879974.0928,89765510.5032,False
298382,1.82313,Jocelyn Moorhouse,"['based on novel', 'australia', 'dressmaker', 'hometown', 'woman director']",6.9,197,2015,10975595.1707,16872792.576,True
272693,1.758618,Ari Sandel,"['high school', 'teenager', 'popularity', 'high school senior', 'teen comedy']",6.8,753,2015,7819996.5592,40046325.6596,False
283445,1.742286,Ciaran Foy,"['haunted house', 'sequel', 'twins']",5.5,331,2015,9199995.952,48651435.1534,False
256961,1.73518,Andy Fickman,"['shopping mall', 'las vegas nevada', 'security guard']",5.3,422,2015,27599987.856,98989419.0847,False
241251,1.651078,Rob Cohen,"['male nudity', 'female nudity', 'sex', 'adultery', 'infidelity']",3.9,810,2015,3679998.3808,46150034.454,False
188222,1.532997,Doug Ellin,"['friendship', 'hollywood', 'movie star', 'entourage']",6.2,364,2015,27599987.856,45322311.7382,False
252838,1.510096,Jeremy Garelick,"['male friendship', 'impersonator', 'wedding', 'lying', 'best man']",6.5,446,2015,21159990.6896,73415857.297,False
273477,1.499614,Christopher B. Landon,"['female nudity', 'shotgun', 'nudity', 'strip club', 'party']",6.2,288,2015,13799993.928,13671898.7044,False
298312,1.495112,M. Night Shyamalan,"['rap', 'pennsylvania', 'brother sister relationship', 'farm', 'grandparents']",5.9,729,2015,4599997.976,90574017.1874,False
261023,1.483246,Scott Cooper,"['boston', 'based on true story', 'organized crime']",6.3,848,2015,48759978.5456,91793583.3708,False
336004,1.449072,Scott Mann,"['casino', 'robbery', 'bus hijacking', 'heist']",5.4,233,2015,8187996.39728,46125.099705,False
287903,1.448002,Michael Dougherty,"['fire', 'winter', 'santa claus', 'snow storm', 'christmas tree']",5.9,342,2015,13799993.928,56624785.5251,False
182560,1.443406,Gilles Paquet-Brenner,"['prison', 'based on novel', 'brother sister relationship', 'satanism', 'witness']",5.7,322,2015,18399991.904,191900.875564,True
192141,1.41239,John Erick Dowdle,"['coup', 'american', 'family', 'foreign']",6.7,519,2015,4599997.976,50065340.2113,False
308639,1.40805,Rick Famuyiwa,"['california', 'hip-hop', 'harvard university', 'geek', 'coming of age']",7.3,448,2015,643999.71664,16547831.239,False
261392,1.388251,Nima Nourizadeh,"['memory loss', 'stoner', 'black ops']",5.9,695,2015,25759988.6656,25951426.7814,False
304357,1.388032,Simon Curtis,"['nazis', 'art', 'stolen painting']",7.3,277,2015,10119995.5472,56690166.2163,False
266294,1.376605,Jason Moore,"['sister sister relationship', 'childhood home']",5.9,399,2015,27599987.856,96610126.2515,False
227719,1.360926,Dean Israelite,"['time travel', 'time machine', 'teenager', 'found footage']",6.3,637,2015,11039995.1424,29668368.6659,False
287948,1.355822,Camille Delamarre,"['transporter', 'sequel', 'suspense', 'car', 'bank heist']",5.3,407,2015,22999989.88,66819266.9995,False
201085,1.345982,Guillermo del Toro,"['haunted house', 'mining', 'murder', 'spitting blood', 'gothic']",6.4,819,2015,50599977.736,68705406.0096,False
264999,1.338481,Gregory Jacobs,"['male friendship', 'strip club', 'road trip', 'strip tease', 'strip']",6.3,501,2015,13615994.009,112619962.887,False
146301,1.338322,Gregory Plotkin,"['terror', 'supernatural', 'sequel', 'demon', 'found footage']",5.0,267,2015,9199995.952,71851557.1453,False
294016,1.316239,Jay Roach,"['screenwriter', 'communist', 'biography', 'film history', 'hollywood']",7.2,273,2015,13799993.928,7576804.78621,False
290751,1.315266,Billy Ray,"['fbi', 'missing child']",6.2,202,2015,17939992.1064,29614535.8096,False
228165,1.291013,Paul Tibbitt,"['ocean', 'sea', 'star', 'water', 'comedy']",5.7,533,2015,68079970.0448,286666383.307,False
272878,1.278928,Boaz Yakin,"['afghanistan', 'war', 'based on true story', 'rescue', 'betrayal']",7.0,214,2015,18399991.904,40449856.8021,False
266396,1.225325,Pierre Morel,"['assassin', 'hitman']",5.6,283,2015,36799983.808,9811564.76291,False
277685,1.191138,Levan Gabriadze,"['computer', 'bullying', 'revenge', 'internet', 'violence']",5.6,643,2015,919999.5952,57851497.3453,False
268920,1.178831,Anne Fletcher,"['texas', 'prisoner', 'cop', 'drug cartel', 'on the run']",5.5,472,2015,32199985.832,47545763.9999,False
280092,1.164724,Leigh Whannell,['sequel'],6.3,610,2015,9199995.952,95959500.6978,False
328589,1.142518,Nicholas Hytner,"['based on novel', 'biography', 'based on true story']",5.9,135,2015,5519997.5712,38076655.2863,True
228066,1.138395,Paul McGuigan,"['london', 'frankenstein', 'human experiment', 'reanimated corpse', ""frankenstein's monster""]",5.5,408,2015,36799983.808,31489100.3048,False
291270,1.125239,Duke Johnson|Charlie Kaufman,"['sex', 'depression', 'existentialism']",6.7,259,2015,7359996.7616,3458541.59824,False
250124,1.03839,Marielle Heller,"['1970s', 'teenage girl', 'older man younger woman relationship', 'based on graphic novel', 'teenage sexuality']",6.8,186,2015,1839999.1904,1358841.24211,False
275601,0.956096,Jonathan Demme,"['homophobia', 'rock star', 'aging', 'family relationships', 'divorce']",5.5,152,2015,16559992.7136,38019285.0315,False
252512,0.93762,Noah Baumbach,"['marriage', 'middle age']",5.9,265,2015,9199995.952,6980483.12859,False
257091,0.927339,Etan Cohen,"['prison', 'training', 'framed', 'embezzlement']",5.9,661,2015,36799983.808,97990493.6442,False
293646,0.906036,Patricia Riggen,"['mining', 'chile', 'based on true story', 'survival', 'woman director']",5.8,262,2015,22999989.88,22910495.0794,False
245168,0.898296,Sarah Gavron,"['london', 'biography', 'feminist', 'period drama', 'woman director']",7.1,231,2015,12879994.3328,14722219.9222,False
301351,0.880938,Max Joseph,['dj'],6.2,412,2015,5519997.5712,10232318.2978,False
268238,0.832487,John Madden,"[""old people's home""]",6.4,196,2015,9199995.952,79099969.916,False
222936,0.814206,Cameron Crowe,"['hawaii', 'military']",5.2,469,2015,34039985.0224,24150007.774,False
10317,0.795762,David Gordon Green,"['political campaign', 'south america']",5.7,122,2015,25759988.6656,6442077.28549,False
306745,0.706023,Peter Sollett,"['new jersey', 'equality', 'lesbian couple', 'cancer']",7.1,86,2015,6439997.1664,527467.967914,False
292431,0.699932,Gaspar Noé,"['paris', 'sex', 'sexuality', 'cocaine', 'nudity']",4.7,307,2015,2759998.7856,639647.198555,False
300693,0.69957,James Vanderbilt,"['document', 'biography', 'one word title', 'tv reporter', 'directorial debut']",6.4,89,2015,8831996.11392,2338228.65118,False
256924,0.690479,Dan Fogelman,"['rock star', 'middle age']",6.6,114,2015,9199995.952,9968887.45369,False
253414,0.689579,Barry Levinson,"['jealousy', 'ex-boyfriend', 'afghanistan', 'record producer', 'last chance']",5.1,56,2015,13799993.928,2779009.65724,False
320588,0.673792,Michael Showalter,"['dating', 'middle age']",6.6,87,2015,919999.5952,13289393.2327,False
157544,0.669351,Mark Neveldine,"['exorcism', 'anti-christ', 'exorcists']",4.5,164,2015,11959994.7376,1641981.23753,False
283235,0.661471,Ramin Bahrani,"['florida', 'motel', 'finances', 'single father', 'mother son relationship']",6.8,121,2015,7359996.7616,1298972.26845,False
243938,0.661163,Steve Pink,"['time travel', 'sequel', 'hot tub', 'duringcreditsstinger']",5.0,244,2015,12879994.3328,11329473.935,False
232572,0.602165,Ken Kwapis,"['hiking', 'backpacker', 'friends', 'appalachian trail']",5.4,171,2015,7359996.7616,33111785.4708,False
243940,0.599655,David Gelb,"['terror', 'experiment', 'afterlife', 'paranormal', 'violence']",4.9,327,2015,3035998.66416,58981843.808,False
239573,0.577814,Ken Scott,"['europe', 'business trip']",4.9,241,2015,32199985.832,13276746.9182,False
167810,0.570744,Ryan Gosling,"['underworld', 'lost city']",5.7,129,2015,1839999.1904,41796.5016095,False
299245,0.532205,Travis Cluff|Chris Lofing,"['gallows', 'high school', 'tragedy', 'hanging', 'found footage']",5.0,247,2015,91999.95952,39251239.9295,False
314385,0.524315,Angelina Jolie,"['france', 'hotel', '1970s', 'grief', 'travel']",5.4,82,2015,9199995.952,3068131.49002,False
253331,0.46209,Mike Binder,"['grieving widower', 'widower']",6.7,72,2015,8279996.3568,19845485.148,False
297806,0.450872,Marc Abraham,"['country music', 'biography', 'music', 'country singer']",5.6,19,2015,11959994.7376,1515044.29338,False
266639,0.435582,Jon M. Chu,"['secret identity', 'hologram', 'based on cartoon', 'based on tv series', 'rock band']",5.7,69,2015,4599997.976,2146988.33533,False
283587,0.424813,Cary Fukunaga,"['africa', 'based on novel', 'child soldier']",7.5,306,2015,5519997.5712,83514.8032535,True
308638,0.402236,Andrew Mogel|Jarrad Paul,['high school reunion'],4.2,47,2015,411721.898842,709611.327771,False
245846,0.365901,Kim Farrant,"['australia', 'missing child', 'outback', 'alcoholic drink', 'troubled marriage']",5.0,48,2015,9199995.952,16074.2329273,False
331190,0.336107,Jerry Jameson,"['hostage', 'based on true story', 'murder', 'independent film', 'single mother']",5.7,55,2015,1839999.1904,2577386.22595,False
343795,0.298751,Michael Polish,"['hospital', 'church']",5.7,24,2015,4599997.976,4455281.11968,False
309304,0.259794,Paul Weitz,"['road trip', 'granddaughter']",5.6,81,2015,551999.75712,6520452.971,False
323272,0.731022,Alex Kendrick,['christian'],6.9,57,2015,2759998.7856,62366880.1986,False
273899,0.076109,Roland Emmerich,['stonewall riot'],5.6,14,2015,12419994.5352,172660.00403,False
157336,24.949134,Christopher Nolan,"['saving the world', 'artificial intelligence', 'father-son relationship', 'single parent', 'nasa']",8.0,6498,2014,151980023.377,572690645.123,False
118340,14.311205,James Gunn,"['marvel comic', 'spaceship', 'space', 'scene during end credits', 'outer space']",7.9,5612,2014,156585478.631,712291130.17,False
100402,12.971027,Joe Russo|Anthony Russo,"['washington d.c.', 'future', 'shield', 'marvel comic', 'comic']",7.6,3848,2014,156585478.631,658365092.86,False
245891,11.422751,Chad Stahelski|David Leitch,"['hitman', 'revenge', 'murder', 'gangster', 'dog']",7.0,2712,2014,18421821.0154,72526614.4654,False
131631,10.739009,Francis Lawrence,"['resistance', 'post-apocalyptic', 'dystopia', 'war', 'sequel']",6.6,3590,2014,115136381.346,692752790.215,False
122917,10.174599,Peter Jackson,"['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)']",7.1,3110,2014,230272762.693,879752289.142,False
177572,8.691294,Don Hall|Chris Williams,"['brother brother relationship', 'hero', 'talent', 'revenge', 'best friend']",7.8,4185,2014,151980023.377,600648487.707,False
205596,8.110711,Morten Tyldum,"['gay', 'england', 'world war ii', 'mathematician', 'biography']",8.0,3478,2014,12895274.7108,215126072.495,False
198663,7.137273,Wes Ball,"['based on novel', 'maze', 'post-apocalyptic', 'dystopia', 'escape']",7.0,3425,2014,31317095.7262,320834306.773,True
194662,6.907148,Alejandro González Iñárritu,"['times square', 'superhero', 'long take', 'new york city', 'play']",7.3,2801,2014,16579638.9139,95070499.3879,False
210577,6.438727,David Fincher,"['falsely accused person', 'based on novel', 'marriage crisis', 'disappearance', 'cheating husband']",7.9,3720,2014,56186554.0971,340186892.137,True
228150,6.415818,David Ayer,"['world war ii', 'nazis', 'war', 'nazi germany', 'panzer']",7.4,2572,2014,62634191.4525,195103577.61,False
181533,6.286692,Shawn Levy,"['night watchman', 'museum', 'natural history', 'history', 'smithsonian']",6.1,1111,2014,116978563.448,321851579.072,False
157350,6.14502,Neil Burger,"['based on novel', 'dystopia', 'youth', 'dystopic future', 'caste system']",6.9,3038,2014,78292739.3156,265963102.014,True
127585,6.052479,Bryan Singer,"['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book']",7.6,4006,2014,230272762.693,687133923.876,False
240832,5.947136,Luc Besson,"['artificial intelligence', 'intelligence', 'drug mule', 'futuristic', 'drug']",6.3,3699,2014,36843642.0309,426796807.314,False
98566,5.787396,Jonathan Liebesman,"['martial arts', 'terrorist', 'subway', 'hero', 'mutation']",5.8,1836,2014,115136381.346,439544649.428,False
225886,5.701683,Jake Kasdan,"['marriage', 'internet', 'relationship', 'family', 'sex tape']",5.3,1150,2014,36843642.0309,116121496.515,False
242582,5.522641,Dan Gilroy,"['journalism', 'underground', 'tv station', 'sociopath', 'home invasion']",7.6,2087,2014,7829273.93156,35643660.2685,False
91314,4.983782,Michael Bay,"['sequel', 'alien', 'transformers', 'giant robot', 'robot']",5.9,2161,2014,193429120.662,226127852.964,False
120467,4.93082,Wes Anderson,"['hotel', 'painting', 'wartime', 'gunfight', 'theft']",7.9,2802,2014,27632731.5231,160822790.372,False
244786,4.780419,Damien Chazelle,"['jazz', 'obsession', 'conservatory', 'music teacher', 'new york city']",8.2,2372,2014,3039600.46755,12888912.7349,False
119450,4.452507,Matt Reeves,"['leader', 'colony', 'post-apocalyptic', 'dystopia', 'sequel']",7.4,2625,2014,156585478.631,652316682.156,False
156022,4.145209,Antoine Fuqua,"['revenge', 'gangster', 'commando', 'faked death', 'black ops']",7.2,2100,2014,50660007.7924,177154121.56,False
227159,4.105685,Sean Anders,"['prison', 'sequel', 'kidnapping', 'car chase', 'sex addict']",6.1,1033,2014,38685824.1324,98230083.939,False
102382,4.101979,Marc Webb,"['marvel comic', 'sequel', 'based on comic book', 'sony', '3d']",6.6,2813,2014,184218210.154,650030010.989,False
137113,3.990452,Doug Liman,"['deja vu', 'time warp', 'dystopia', 'war', 'alien']",7.7,3267,2014,163954207.037,341302234.843,False
228967,3.989231,Evan Goldberg|Seth Rogen,"['cia', ""coup d'etat"", 'north korea', 'assassination attempt', 'evil dictator']",6.1,1657,2014,40528006.2339,10413095.5199,False
190859,3.863074,Clint Eastwood,"['sniper', 'biography', 'iraq', 'navy seal', 'u.s. soldier']",7.5,3004,2014,54160153.7854,499514514.092,False
147441,3.81374,Ridley Scott,"['moses', 'bible', 'ancient egypt', '3d', 'ramses']",5.6,1377,2014,128952747.108,246881718.093,False
124905,3.689601,Gareth Edwards,"['monster', 'godzilla', 'remake', 'giant monster', 'gojira']",6.2,2169,2014,147374568.123,487327232.333,False
102651,3.582315,Robert Stromberg,"['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale']",7.0,2928,2014,165796389.139,698565011.988,False
254904,3.573028,Roger Donaldson,"['cia', 'retired', 'agent', 'month in title']",6.0,481,2014,13816365.7616,29987149.8588,False
242512,3.489314,Stiles White,"['death of a friend', 'ouija', 'ouija board', 'teenager', 'based on board game']",4.9,569,2014,4605455.25386,94439261.8745,False
82702,3.489106,Dean DeBlois,"['father-son relationship', 'wife husband relationship', 'sacrifice', 'viking', 'sequel']",7.7,2152,2014,133558202.362,561057788.331,False
270303,3.393741,David Robert Mitchell,"['friends', 'vision', 'school', 'young adult', 'followed']",6.6,1003,2014,1842182.10154,12434729.1854,False
138103,3.34625,Patrick Hughes,"['cia', 'arms dealer', 'sequel', 'rescue mission', 'hospital']",6.2,1275,2014,82898194.5694,189903685.193,False
137106,3.327799,Phil Lord|Christopher Miller,"['father-son relationship', 'creativity', 'friendship', 'part live action', 'toys']",7.5,2268,2014,55265463.0463,432139714.775,False
68737,3.260581,Sergey Bodrov,"['magic', 'chosen one', 'sword and sorcerery', 'dark fantasy', 'witch hunter']",5.1,675,2014,87503649.8233,105168898.624,False
266856,3.170271,James Marsh,"['biography', 'physicist', 'based on memoir', 'stephen hawking']",7.8,1960,2014,13816365.7616,111638022.27,False
193893,3.14993,Luke Greenfield,"['corruption', 'robbery', 'nightclub', 'male friendship', 'investigation']",6.4,912,2014,15658547.8631,125840630.063,False
49017,3.028769,Gary Shore,"['vampire', 'dracula', 'battle', '15th century', 'ottoman empire']",6.1,1666,2014,64476373.554,198522018.221,False
